Unnamed: 0,IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate
79694,0,117,2017,April,15,14,0.0,2.0,2.0,0.0,0,BB       ,FIN,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,135.0,0,1,Check-Out,2017-04-16
79695,0,195,2017,April,15,12,0.0,4.0,2.0,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,130.5,0,1,Check-Out,2017-04-16
79696,0,241,2017,April,15,15,0.0,1.0,2.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          8,       NULL,0,Transient,109.8,0,1,Check-Out,2017-04-16
79697,0,4,2017,April,15,10,2.0,5.0,2.0,0.0,0,SC       ,ISR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,154.29,0,1,Check-Out,2017-04-17
79698,0,159,2017,April,15,13,1.0,3.0,2.0,0.0,0,BB       ,NOR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,95.29,0,1,Check-Out,2017-04-17
79699,0,159,2017,April,15,13,1.0,3.0,2.0,0.0,0,BB       ,NOR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,95.29,0,1,Check-Out,2017-04-17
79700,0,34,2017,April,15,15,1.0,1.0,2.0,0.0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,120.0,0,0,Check-Out,2017-04-17
79701,0,98,2017,April,15,14,1.0,2.0,2.0,0.0,1,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,        138,       NULL,0,Transient,90.1,0,1,Check-Out,2017-04-17
79702,0,236,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,113.4,0,1,Check-Out,2017-04-17
79703,0,34,2017,April,15,15,1.0,1.0,2.0,0.0,0,SC       ,USA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,120.0,0,1,Check-Out,2017-04-17
79704,0,147,2017,April,15,13,1.0,3.0,2.0,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,105.68,0,1,Check-Out,2017-04-17
79705,0,98,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        138,       NULL,0,Transient,90.1,0,0,Check-Out,2017-04-17
79706,0,298,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          6,       NULL,0,Transient-Party,90.0,0,0,Check-Out,2017-04-17
79707,0,298,2017,April,15,14,1.0,2.0,2.0,0.0,0,HB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          6,       NULL,0,Transient-Party,134.0,0,0,Check-Out,2017-04-17
79708,0,298,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          6,       NULL,0,Transient-Party,90.0,0,0,Check-Out,2017-04-17
79709,0,298,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          6,       NULL,0,Transient-Party,90.0,0,0,Check-Out,2017-04-17
79710,0,59,2017,April,15,15,1.0,1.0,2.0,0.0,0,BB       ,BRA,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,117.0,0,1,Check-Out,2017-04-17
79711,0,298,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          6,       NULL,0,Transient-Party,90.0,0,0,Check-Out,2017-04-17
79712,0,298,2017,April,15,14,1.0,2.0,1.0,0.0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,          6,       NULL,0,Transient-Party,80.0,0,0,Check-Out,2017-04-17
79713,0,298,2017,April,15,14,1.0,2.0,1.0,0.0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,          6,       NULL,0,Transient-Party,80.0,0,0,Check-Out,2017-04-17
79714,0,98,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        138,       NULL,0,Transient,90.1,0,0,Check-Out,2017-04-17
79715,0,298,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          6,       NULL,0,Transient-Party,90.0,0,1,Check-Out,2017-04-17
79716,0,121,2017,April,15,15,1.0,1.0,2.0,0.0,0,BB       ,AUS,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,         85,       NULL,0,Transient,89.1,0,1,Check-Out,2017-04-17
79717,0,211,2017,April,15,13,1.0,3.0,2.0,0.0,0,HB       ,DEU,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,         14,       NULL,0,Transient,141.0,0,0,Check-Out,2017-04-17
79718,0,30,2017,April,15,14,1.0,2.0,3.0,1.0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,          7,       NULL,0,Transient,206.52,0,1,Check-Out,2017-04-17
79719,0,7,2017,April,15,13,1.0,3.0,2.0,0.0,0,SC       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,119.7,0,1,Check-Out,2017-04-17
79720,0,94,2017,April,15,14,1.0,2.0,2.0,0.0,0,SC       ,POL,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,        132,       NULL,0,Transient,80.1,0,0,Check-Out,2017-04-17
79721,0,121,2017,April,15,13,1.0,3.0,2.0,0.0,0,SC       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        132,       NULL,0,Transient,80.1,0,0,Check-Out,2017-04-17
79722,0,74,2017,April,16,16,1.0,0.0,2.0,2.0,0,BB       ,DEU,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,         14,       NULL,0,Transient,195.0,0,0,Check-Out,2017-04-17
79723,0,59,2017,April,16,16,1.0,0.0,2.0,0.0,0,SC       ,AUT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,108.0,0,0,Check-Out,2017-04-17
79724,0,7,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,GBR,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient-Party,156.67,0,0,Check-Out,2017-04-17
79725,0,7,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,GBR,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient-Party,156.67,0,0,Check-Out,2017-04-17
79726,0,28,2017,April,15,13,1.0,3.0,2.0,0.0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,          9,       NULL,0,Transient,174.0,0,2,Check-Out,2017-04-17
79727,0,11,2017,April,15,14,1.0,2.0,2.0,0.0,0,SC       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,110.67,0,2,Check-Out,2017-04-17
79728,0,11,2017,April,15,14,1.0,2.0,2.0,0.0,0,SC       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,110.67,0,2,Check-Out,2017-04-17
79729,0,99,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         42,       NULL,0,Transient,89.1,0,1,Check-Out,2017-04-17
79730,0,53,2017,April,15,13,1.0,3.0,2.0,0.0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,139.5,0,1,Check-Out,2017-04-17
79731,0,145,2017,April,15,14,1.0,2.0,2.0,2.0,0,BB       ,JPN,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,          9,       NULL,0,Transient,195.0,0,0,Check-Out,2017-04-17
79732,0,150,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,SWE,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,136.5,0,1,Check-Out,2017-04-17
79733,0,150,2017,April,15,14,1.0,2.0,3.0,0.0,0,BB       ,SWE,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,172.5,0,1,Check-Out,2017-04-17
79734,0,113,2017,April,15,13,1.0,3.0,2.0,0.0,0,BB       ,NLD,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,         14,       NULL,0,Transient,135.0,0,0,Check-Out,2017-04-17
79735,0,133,2017,April,15,15,1.0,1.0,2.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,130.5,0,1,Check-Out,2017-04-17
79736,0,202,2017,April,15,14,1.0,2.0,2.0,0.0,0,SC       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,99.0,0,1,Check-Out,2017-04-17
79737,0,54,2017,April,15,15,1.0,1.0,2.0,0.0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,135.0,0,0,Check-Out,2017-04-17
79738,0,108,2017,April,15,15,1.0,1.0,2.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,148.5,0,1,Check-Out,2017-04-17
79739,0,85,2017,April,16,16,1.0,0.0,2.0,2.0,0,BB       ,DEU,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,         14,       NULL,0,Transient,224.0,1,0,Check-Out,2017-04-17
79740,0,117,2017,April,15,13,1.0,3.0,2.0,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,144.0,0,2,Check-Out,2017-04-17
79741,0,117,2017,April,15,13,1.0,3.0,2.0,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,144.0,0,3,Check-Out,2017-04-17
79742,0,90,2017,April,15,15,1.0,1.0,2.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,          9,       NULL,0,Transient,171.0,0,2,Check-Out,2017-04-17
79743,0,52,2017,April,15,13,1.0,3.0,2.0,0.0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,148.5,1,0,Check-Out,2017-04-17
79744,0,34,2017,April,15,15,1.0,1.0,2.0,0.0,0,SC       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,120.0,0,1,Check-Out,2017-04-17
79745,0,48,2017,April,15,14,1.0,2.0,2.0,0.0,0,SC       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,114.0,0,0,Check-Out,2017-04-17
79746,0,36,2017,April,15,14,1.0,2.0,2.0,2.0,0,BB       ,BRA,Direct,Direct,0,0,0,G               ,G               ,0,No Deposit     ,         14,       NULL,0,Transient,261.67,0,0,Check-Out,2017-04-17
79747,0,58,2017,April,15,15,1.0,1.0,3.0,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,         14,       NULL,0,Transient,179.5,0,1,Check-Out,2017-04-17
79748,0,112,2017,April,15,10,2.0,5.0,2.0,0.0,0,BB       ,BEL,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,        394,       NULL,0,Transient,98.1,0,2,Check-Out,2017-04-17
79749,0,205,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,117.0,0,2,Check-Out,2017-04-17
79750,0,143,2017,April,15,15,1.0,1.0,2.0,0.0,0,BB       ,BEL,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         28,       NULL,0,Transient,89.1,0,0,Check-Out,2017-04-17
79751,0,7,2017,April,15,13,1.0,3.0,2.0,0.0,0,SC       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,157.5,0,2,Check-Out,2017-04-17
79752,0,8,2017,April,15,13,1.0,3.0,2.0,0.0,0,SC       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,185.25,0,1,Check-Out,2017-04-17
79753,0,16,2017,April,15,14,1.0,2.0,2.0,2.0,0,BB       ,CHN,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,          9,       NULL,0,Transient,248.33,0,1,Check-Out,2017-04-17
79754,0,62,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,141.0,0,1,Check-Out,2017-04-17
79755,0,158,2017,April,15,13,1.0,3.0,2.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,95.29,0,3,Check-Out,2017-04-17
79756,0,94,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         42,       NULL,0,Transient,98.1,1,0,Check-Out,2017-04-17
79757,0,0,2017,April,15,15,1.0,1.0,2.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,          9,       NULL,0,Transient,73.05,0,2,Check-Out,2017-04-17
79758,0,11,2017,April,15,14,1.0,2.0,2.0,0.0,0,SC       ,NLD,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,138.33,0,2,Check-Out,2017-04-17
79759,0,145,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,FIN,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,99.85,0,0,Check-Out,2017-04-17
79760,0,16,2017,April,15,14,1.0,2.0,2.0,0.0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,138.33,0,3,Check-Out,2017-04-17
79761,0,16,2017,April,15,14,1.0,2.0,2.0,0.0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,138.33,0,1,Check-Out,2017-04-17
79762,0,34,2017,April,15,15,1.0,1.0,2.0,0.0,0,SC       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,120.0,0,1,Check-Out,2017-04-17
79763,0,11,2017,April,15,14,1.0,2.0,2.0,0.0,0,SC       ,KEN,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,110.67,0,1,Check-Out,2017-04-17
79764,0,16,2017,April,15,14,1.0,2.0,2.0,0.0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,138.33,0,1,Check-Out,2017-04-17
79765,0,11,2017,April,15,14,1.0,2.0,1.0,0.0,0,SC       ,KEN,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,         14,       NULL,0,Transient,138.33,0,0,Check-Out,2017-04-17
79766,0,178,2017,April,15,12,1.0,4.0,2.0,2.0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,          9,       NULL,0,Transient,189.0,0,0,Check-Out,2017-04-17
79767,0,103,2017,April,15,14,1.0,2.0,3.0,0.0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,181.5,0,0,Check-Out,2017-04-17
79768,0,17,2017,April,15,13,1.0,3.0,2.0,0.0,0,SC       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,132.5,0,1,Check-Out,2017-04-17
79769,0,11,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,BEL,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,124.5,0,0,Check-Out,2017-04-17
79770,0,11,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,BEL,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,124.5,0,0,Check-Out,2017-04-17
79771,0,34,2017,April,15,15,1.0,1.0,2.0,0.0,0,SC       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,120.0,0,3,Check-Out,2017-04-17
79772,0,47,2017,April,15,14,1.0,2.0,3.0,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,177.0,0,3,Check-Out,2017-04-17
79773,0,98,2017,April,15,14,1.0,2.0,2.0,0.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        138,       NULL,0,Transient,90.1,0,0,Check-Out,2017-04-17
79774,0,0,2017,April,15,15,1.0,1.0,2.0,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,F               ,F               ,1,No Deposit     ,        461,       NULL,0,Transient,212.0,0,0,Check-Out,2017-04-17
79775,0,52,2017,April,15,14,2.0,2.0,3.0,0.0,0,BB       ,CHN,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,175.5,0,1,Check-Out,2017-04-18
79776,0,17,2017,April,15,15,2.0,1.0,2.0,0.0,0,BB       ,POL,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          9,       NULL,0,Transient,146.67,0,1,Check-Out,2017-04-18
79777,0,101,2017,April,15,15,2.0,1.0,2.0,2.0,0,BB       ,POL,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,         14,       NULL,0,Transient,169.58,0,0,Check-Out,2017-04-18
79778,0,25,2017,April,16,17,1.0,0.0,2.0,0.0,0,SC       ,BRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         85,       NULL,0,Transient,91.2,0,0,Check-Out,2017-04-18
79779,0,177,2017,April,15,15,2.0,1.0,2.0,0.0,0,HB       ,CN,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          2,       NULL,0,Transient-Party,105.33,0,1,Check-Out,2017-04-18
79780,0,11,2017,April,15,14,2.0,2.0,2.0,0.0,0,SC       ,USA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,106.0,0,1,Check-Out,2017-04-18
79781,0,104,2017,April,15,13,2.0,3.0,3.0,0.0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         16,       NULL,0,Transient,116.1,0,2,Check-Out,2017-04-18
79782,0,177,2017,April,15,15,2.0,1.0,2.0,0.0,0,HB       ,RUS,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          2,       NULL,0,Transient-Party,105.33,0,1,Check-Out,2017-04-18
79783,0,177,2017,April,15,15,2.0,1.0,2.0,0.0,0,HB       ,USA,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          2,       NULL,0,Transient-Party,105.33,0,1,Check-Out,2017-04-18
79784,0,177,2017,April,15,15,2.0,1.0,2.0,0.0,0,HB       ,CN,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          2,       NULL,0,Transient-Party,105.33,0,1,Check-Out,2017-04-18
79785,0,84,2017,April,15,15,2.0,1.0,3.0,0.0,0,HB       ,RUS,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,          9,       NULL,0,Transient,204.0,0,1,Check-Out,2017-04-18
79786,0,177,2017,April,15,15,2.0,1.0,2.0,0.0,0,HB       ,CN,Groups,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,          2,       NULL,0,Transient-Party,105.33,0,1,Check-Out,2017-04-18
79787,0,84,2017,April,15,15,2.0,1.0,2.0,0.0,0,SC       ,AUT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,114.0,0,2,Check-Out,2017-04-18
79788,0,176,2017,April,15,14,2.0,2.0,2.0,0.0,0,HB       ,RUS,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          2,       NULL,0,Transient-Party,113.0,0,1,Check-Out,2017-04-18
79789,0,84,2017,April,15,15,2.0,1.0,2.0,0.0,0,SC       ,AUT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,114.0,0,2,Check-Out,2017-04-18
79790,0,84,2017,April,15,15,2.0,1.0,2.0,0.0,0,SC       ,AUT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,114.0,0,2,Check-Out,2017-04-18
79791,0,176,2017,April,15,14,2.0,2.0,2.0,0.0,0,HB       ,RUS,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          2,       NULL,0,Transient-Party,113.0,0,1,Check-Out,2017-04-18
79792,0,176,2017,April,15,14,2.0,2.0,2.0,0.0,0,HB       ,RUS,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          2,       NULL,0,Transient-Party,113.0,0,1,Check-Out,2017-04-18
79793,0,225,2017,April,15,14,2.0,2.0,2.0,0.0,0,HB       ,RUS,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          2,       NULL,49,Transient-Party,113.0,0,1,Check-Out,2017-04-18
79794,0,177,2017,April,15,15,2.0,1.0,2.0,0.0,0,HB       ,CN,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          2,       NULL,0,Transient-Party,105.33,0,1,Check-Out,2017-04-18
79795,0,48,2017,April,16,16,2.0,0.0,2.0,0.0,0,BB       ,ISR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,135.0,0,0,Check-Out,2017-04-18
79796,0,176,2017,April,15,14,2.0,2.0,2.0,0.0,0,HB       ,RUS,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          2,       NULL,0,Transient-Party,113.0,0,1,Check-Out,2017-04-18
79797,0,206,2017,April,16,16,2.0,0.0,2.0,0.0,0,SC       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,99.0,0,1,Check-Out,2017-04-18
79798,0,176,2017,April,15,14,2.0,2.0,2.0,0.0,0,HB       ,CN,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          2,       NULL,0,Transient-Party,113.0,0,0,Check-Out,2017-04-18
79799,0,177,2017,April,15,15,2.0,1.0,2.0,0.0,0,HB       ,USA,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          2,       NULL,0,Transient-Party,105.33,0,1,Check-Out,2017-04-18
79800,0,177,2017,April,15,15,2.0,1.0,2.0,0.0,0,HB       ,CN,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          2,       NULL,0,Transient-Party,105.33,0,1,Check-Out,2017-04-18
79801,0,177,2017,April,15,15,2.0,1.0,2.0,0.0,0,HB       ,CN,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          2,       NULL,0,Transient-Party,105.33,0,1,Check-Out,2017-04-18
79802,0,62,2017,April,15,15,2.0,1.0,3.0,0.0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,177.0,0,0,Check-Out,2017-04-18
79803,0,142,2017,April,16,17,1.0,0.0,2.0,0.0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,130.5,0,2,Check-Out,2017-04-18
79804,0,142,2017,April,16,17,1.0,0.0,3.0,0.0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,166.5,0,0,Check-Out,2017-04-18
79805,0,71,2017,April,15,15,2.0,1.0,3.0,0.0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,177.0,0,1,Check-Out,2017-04-18
79806,0,14,2017,April,15,14,2.0,2.0,2.0,0.0,0,SC       ,RUS,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,132.5,0,0,Check-Out,2017-04-18
79807,0,50,2017,April,15,15,2.0,1.0,2.0,0.0,0,SC       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,114.0,0,1,Check-Out,2017-04-18
79808,0,141,2017,April,15,13,2.0,3.0,2.0,0.0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,135.9,0,1,Check-Out,2017-04-18
79809,0,37,2017,April,15,15,2.0,1.0,2.0,0.0,0,SC       ,NLD,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,120.0,0,2,Check-Out,2017-04-18
79810,0,13,2017,April,16,16,2.0,0.0,2.0,2.0,0,BB       ,ISR,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,          9,       NULL,0,Transient,225.0,0,1,Check-Out,2017-04-18
79811,0,75,2017,April,15,15,2.0,1.0,2.0,1.0,0,BB       ,FRA,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,180.0,1,3,Check-Out,2017-04-18
79812,0,75,2017,April,15,15,2.0,1.0,2.0,1.0,0,BB       ,FRA,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,171.0,0,3,Check-Out,2017-04-18
79813,0,42,2017,April,15,15,2.0,1.0,3.0,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,D               ,D               ,2,No Deposit     ,          9,       NULL,0,Transient,196.67,0,0,Check-Out,2017-04-18
