,IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate
81959,0,25,2017,May,20,16,0,3,1,0.0,0,BB       ,RUS,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,        474,       NULL,0,Transient-Party,130.0,0,0,Check-Out,2017-05-19
81960,0,26,2017,May,20,17,0,2,1,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        474,       NULL,0,Transient-Party,130.0,0,0,Check-Out,2017-05-19
81961,0,34,2017,May,20,16,0,3,1,0.0,0,BB       ,ESP,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        474,       NULL,9,Transient-Party,130.0,0,0,Check-Out,2017-05-19
81962,0,2,2017,May,20,17,0,2,1,0.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        474,       NULL,0,Transient-Party,130.0,0,0,Check-Out,2017-05-19
81963,0,26,2017,May,20,17,0,2,1,0.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,        474,       NULL,0,Transient-Party,130.0,0,0,Check-Out,2017-05-19
81964,0,177,2017,May,20,16,0,3,2,0.0,0,BB       ,AUT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,125.1,0,2,Check-Out,2017-05-19
81965,0,19,2017,May,20,15,1,3,2,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,170.0,0,0,Check-Out,2017-05-19
81966,0,38,2017,May,20,14,2,3,2,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,180.0,0,1,Check-Out,2017-05-19
81967,0,88,2017,May,20,15,1,3,2,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,137.25,0,2,Check-Out,2017-05-19
81968,0,17,2017,May,20,15,1,3,1,0.0,0,BB       ,EST,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,         14,       NULL,0,Transient,148.5,0,0,Check-Out,2017-05-19
81969,0,30,2017,May,20,17,0,2,2,0.0,0,BB       ,FRA,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,         14,       NULL,0,Transient,185.0,0,3,Check-Out,2017-05-19
81970,0,15,2017,May,20,17,0,2,2,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,190.0,0,1,Check-Out,2017-05-19
81971,0,99,2017,May,20,14,2,3,2,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,135.0,0,3,Check-Out,2017-05-19
81972,0,165,2017,May,20,15,1,3,2,0.0,1,HB       ,FRA,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,         14,       NULL,0,Transient,185.0,0,2,Check-Out,2017-05-19
81973,0,23,2017,May,20,16,0,3,2,0.0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,176.67,0,1,Check-Out,2017-05-19
81974,0,23,2017,May,20,16,0,3,2,0.0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,176.67,0,1,Check-Out,2017-05-19
81975,0,64,2017,May,20,16,0,3,2,0.0,0,SC       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          8,       NULL,0,Transient,135.0,0,0,Check-Out,2017-05-19
81976,0,20,2017,May,20,17,0,2,2,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,144.4,0,1,Check-Out,2017-05-19
81977,0,75,2017,May,20,16,0,3,2,0.0,0,SC       ,IRL,Online TA,TA/TO,0,0,0,A               ,B               ,0,No Deposit     ,          9,       NULL,0,Transient,126.0,0,0,Check-Out,2017-05-19
81978,0,83,2017,May,20,16,0,3,1,0.0,0,SC       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          9,       NULL,0,Transient,117.0,0,1,Check-Out,2017-05-19
81979,0,12,2017,May,20,15,1,3,2,1.0,0,BB       ,DZA,Online TA,TA/TO,0,0,0,D               ,D               ,1,No Deposit     ,          9,       NULL,0,Transient,170.0,0,3,Check-Out,2017-05-19
81980,0,116,2017,May,20,15,1,3,2,0.0,0,BB       ,NCL,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,          9,       NULL,0,Transient,175.5,0,2,Check-Out,2017-05-19
81981,0,9,2017,May,20,18,0,1,2,0.0,0,BB       ,USA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,136.0,0,1,Check-Out,2017-05-19
81982,0,82,2017,May,20,16,0,3,2,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,135.0,0,0,Check-Out,2017-05-19
81983,0,26,2017,May,20,17,0,2,1,0.0,0,BB       ,CHL,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        474,       NULL,0,Transient-Party,130.0,0,0,Check-Out,2017-05-19
81984,0,33,2017,May,20,16,0,3,2,2.0,0,BB       ,CN,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,         14,       NULL,0,Transient,244.0,0,0,Check-Out,2017-05-19
81985,0,12,2017,May,19,7,4,8,2,0.0,0,BB       ,GRC,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,146.0,0,1,Check-Out,2017-05-19
81986,0,26,2017,May,20,17,0,2,1,0.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,        474,       NULL,0,Transient-Party,130.0,0,0,Check-Out,2017-05-19
81987,0,26,2017,May,20,17,0,2,1,0.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,        474,       NULL,0,Transient-Party,130.0,0,1,Check-Out,2017-05-19
81988,0,26,2017,May,20,17,0,2,1,0.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,        474,       NULL,0,Transient-Party,130.0,0,0,Check-Out,2017-05-19
81989,0,75,2017,May,20,16,0,3,2,0.0,0,SC       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,126.0,0,0,Check-Out,2017-05-19
81990,0,28,2017,May,20,16,0,3,2,0.0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,141.33,0,3,Check-Out,2017-05-19
81991,0,28,2017,May,20,16,0,3,2,0.0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,141.33,0,2,Check-Out,2017-05-19
81992,0,68,2017,May,20,18,0,2,3,0.0,0,HB       ,IND,Direct,Direct,0,0,0,D               ,D               ,1,No Deposit     ,         14,       NULL,0,Transient,260.5,0,0,Check-Out,2017-05-20
81993,0,2,2017,May,20,18,0,2,1,0.0,0,SC       ,FRA,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,         14,       NULL,0,Transient,160.0,0,1,Check-Out,2017-05-20
81994,0,395,2017,May,20,17,0,3,1,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,0.0,0,0,Check-Out,2017-05-20
81995,0,128,2017,May,20,19,0,1,2,0.0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,126.0,0,1,Check-Out,2017-05-20
81996,0,128,2017,May,20,19,0,1,2,0.0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,126.0,0,1,Check-Out,2017-05-20
81997,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,2,Check-Out,2017-05-20
81998,0,394,2017,May,20,16,0,4,2,0.0,0,BB       ,AUS,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,4,No Deposit     ,        229,       NULL,0,Transient-Party,107.0,0,1,Check-Out,2017-05-20
81999,0,89,2017,May,20,17,0,3,2,0.0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,135.0,0,0,Check-Out,2017-05-20
82000,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,0,Check-Out,2017-05-20
82001,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-05-20
82002,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,0,Check-Out,2017-05-20
82003,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,AUS,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-05-20
82004,0,74,2017,May,20,15,1,4,2,0.0,0,BB       ,AUS,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,103.6,0,0,Check-Out,2017-05-20
82005,0,57,2017,May,20,17,0,3,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,136.8,0,1,Check-Out,2017-05-20
82006,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-05-20
82007,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,0,Check-Out,2017-05-20
82008,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,CN,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-05-20
82009,0,394,2017,May,20,16,0,4,1,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,        229,       NULL,0,Transient-Party,88.5,0,0,Check-Out,2017-05-20
82010,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,2,Check-Out,2017-05-20
82011,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-05-20
82012,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,0,Check-Out,2017-05-20
82013,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,AUS,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,2,Check-Out,2017-05-20
82014,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,AUS,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,2,Check-Out,2017-05-20
82015,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,AUS,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,2,Check-Out,2017-05-20
82016,0,92,2017,May,20,17,0,3,2,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,B               ,0,No Deposit     ,          9,       NULL,0,Transient,144.0,1,1,Check-Out,2017-05-20
82017,0,25,2017,May,20,19,0,1,2,0.0,0,BB       ,POL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,180.0,0,2,Check-Out,2017-05-20
82018,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-05-20
82019,0,394,2017,May,20,16,0,4,2,0.0,0,BB       ,AUS,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,        229,       NULL,0,Transient-Party,107.0,0,0,Check-Out,2017-05-20
82020,0,67,2017,May,20,14,2,4,2,0.0,0,SC       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,144.0,0,3,Check-Out,2017-05-20
82021,0,67,2017,May,20,14,2,4,1,0.0,0,SC       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          9,       NULL,0,Transient-Party,144.0,0,3,Check-Out,2017-05-20
82022,0,91,2017,May,20,18,0,2,2,0.0,0,SC       ,USA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,86.63,0,0,Check-Out,2017-05-20
82023,0,101,2017,May,19,13,2,5,2,0.0,0,BB       ,NOR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,137.57,0,0,Check-Out,2017-05-20
82024,0,119,2017,May,20,15,1,4,2,0.0,0,BB       ,NOR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,147.6,0,0,Check-Out,2017-05-20
82025,0,99,2017,May,20,17,0,3,2,0.0,0,BB       ,ISR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         85,       NULL,0,Transient,89.1,0,0,Check-Out,2017-05-20
82026,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-05-20
82027,0,102,2017,May,20,18,0,2,2,0.0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,112.5,0,0,Check-Out,2017-05-20
82028,0,70,2017,May,20,14,2,4,3,0.0,0,BB       ,BRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,192.0,0,0,Check-Out,2017-05-20
82029,0,47,2017,May,19,13,2,5,3,0.0,0,BB       ,ITA,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,         14,       NULL,0,Transient,209.07,0,0,Check-Out,2017-05-20
82030,0,82,2017,May,19,13,2,5,2,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,F               ,F               ,1,No Deposit     ,          9,       NULL,0,Transient,242.86,0,0,Check-Out,2017-05-20
82031,0,1,2017,May,20,20,2,1,1,0.0,0,BB       ,FRA,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Transient,110.0,0,0,Check-Out,2017-05-23
82032,0,126,2017,May,20,18,0,2,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,         28,       NULL,0,Transient,89.1,0,0,Check-Out,2017-05-20
82033,0,0,2017,May,20,18,0,2,2,0.0,0,SC       ,STP,Direct,Direct,0,0,0,A               ,A               ,2,No Deposit     ,       NULL,       NULL,0,Transient,110.0,0,0,Check-Out,2017-05-20
82034,0,103,2017,May,20,19,0,1,2,0.0,0,BB       ,USA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,144.0,0,2,Check-Out,2017-05-20
82035,0,102,2017,May,20,18,0,2,2,0.0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,112.5,0,0,Check-Out,2017-05-20
82036,0,77,2017,May,20,17,0,3,3,0.0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,148.2,0,0,Check-Out,2017-05-20
82037,0,22,2017,May,20,19,0,1,2,0.0,0,BB       ,PRT,Complementary,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,0.0,0,1,Check-Out,2017-05-20
82038,0,22,2017,May,20,19,0,1,2,0.0,0,BB       ,PRT,Complementary,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,0.0,0,1,Check-Out,2017-05-20
82039,0,172,2017,May,20,16,0,4,2,0.0,0,BB       ,BEL,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         28,       NULL,0,Transient,89.1,0,1,Check-Out,2017-05-20
82040,0,90,2017,May,20,17,0,3,3,0.0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,180.0,0,0,Check-Out,2017-05-20
82041,0,95,2017,May,19,13,2,5,2,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,137.57,0,1,Check-Out,2017-05-20
82042,0,0,2017,May,20,19,0,1,1,0.0,0,BB       ,PRT,Aviation,Corporate,0,0,0,A               ,A               ,0,No Deposit     ,        153,       NULL,0,Group,110.0,0,0,Check-Out,2017-05-20
82043,0,0,2017,May,20,19,0,1,1,0.0,0,BB       ,PRT,Aviation,Corporate,0,0,0,A               ,A               ,1,No Deposit     ,        153,       NULL,0,Group,110.0,0,0,Check-Out,2017-05-20
82044,0,22,2017,May,20,19,0,1,2,0.0,0,BB       ,PRT,Complementary,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,0.0,0,1,Check-Out,2017-05-20
82045,0,105,2017,May,20,17,0,3,2,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,138.0,1,0,Check-Out,2017-05-20
82046,0,63,2017,May,20,17,0,3,2,0.0,0,BB       ,AUS,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,180.0,0,1,Check-Out,2017-05-20
82047,0,84,2017,May,20,16,0,4,2,0.0,0,BB       ,ROU,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,119.25,0,2,Check-Out,2017-05-20
82048,0,83,2017,May,19,13,2,5,2,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,146.57,0,0,Check-Out,2017-05-20
82049,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,0,Check-Out,2017-05-20
82050,0,395,2017,May,20,17,0,3,1,0.0,0,BB       ,AUS,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,        229,       NULL,0,Transient-Party,91.33,0,0,Check-Out,2017-05-20
82051,0,395,2017,May,20,17,0,3,2,0.0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-05-20
82052,0,167,2017,May,20,17,0,3,2,0.0,0,HB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,177.0,1,0,Check-Out,2017-05-20
82053,0,9,2017,May,20,15,1,4,2,0.0,0,BB       ,NOR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,129.2,0,2,Check-Out,2017-05-20
82054,0,84,2017,May,20,16,0,4,2,0.0,0,BB       ,ROU,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,119.25,0,2,Check-Out,2017-05-20
82055,0,54,2017,May,20,17,0,3,3,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,230.0,0,3,Check-Out,2017-05-20
82056,0,84,2017,May,20,16,0,4,2,0.0,0,BB       ,ROU,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,119.25,0,2,Check-Out,2017-05-20
82057,0,25,2017,May,20,16,0,4,1,0.0,0,BB       ,ITA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,4,No Deposit     ,        474,       NULL,0,Transient-Party,130.0,0,2,Check-Out,2017-05-20
82058,0,0,2017,May,20,19,0,1,1,0.0,0,BB       ,PRT,Aviation,Corporate,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,        153,0,Transient,144.0,0,0,Check-Out,2017-05-20
82059,0,0,2017,June,23,8,0,3,1,0.0,0,BB       ,PRT,Aviation,Corporate,1,0,1,A               ,A               ,4,No Deposit     ,       NULL,        153,0,Transient,144.0,0,0,Check-Out,2017-06-11
82060,0,84,2017,May,20,14,2,4,2,0.0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,118.5,0,0,Check-Out,2017-05-20
82061,0,84,2017,May,20,14,2,4,2,0.0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,118.5,0,0,Check-Out,2017-05-20
82062,0,0,2017,May,20,19,0,1,3,0.0,1,BB       ,AGO,Direct,Direct,0,0,0,F               ,F               ,1,No Deposit     ,       NULL,       NULL,0,Transient,305.0,0,0,Check-Out,2017-05-20
82063,0,37,2017,May,20,17,0,3,2,0.0,0,HB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,218.0,0,3,Check-Out,2017-05-20
82064,0,5,2017,May,20,18,0,2,1,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,170.0,0,0,Check-Out,2017-05-20
82065,0,94,2017,May,20,18,0,2,2,0.0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        168,       NULL,0,Transient,89.1,0,1,Check-Out,2017-05-20
82066,0,89,2017,May,20,15,1,4,2,0.0,0,BB       ,BRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,147.6,0,1,Check-Out,2017-05-20
82067,0,81,2017,May,20,18,0,2,1,0.0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,D               ,D               ,2,No Deposit     ,          9,       NULL,0,Transient,139.5,0,0,Check-Out,2017-05-20
82068,0,109,2017,May,20,18,0,2,2,0.0,0,SC       ,CHE,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,112.5,0,0,Check-Out,2017-05-20
82069,0,109,2017,May,20,18,0,2,2,0.0,0,SC       ,CHE,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,112.5,0,0,Check-Out,2017-05-20
82070,0,68,2017,May,20,18,0,2,2,0.0,0,HB       ,DEU,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,         14,       NULL,0,Transient,180.0,0,0,Check-Out,2017-05-20
82071,0,69,2017,May,20,16,0,4,2,0.0,0,SC       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,144.0,0,1,Check-Out,2017-05-20
82072,0,90,2017,May,20,16,0,4,2,0.0,0,SC       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,119.25,0,0,Check-Out,2017-05-20
82073,0,91,2017,May,20,18,0,2,2,0.0,0,SC       ,USA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,86.63,0,0,Check-Out,2017-05-20
82074,0,23,2017,May,20,19,0,1,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,         85,       NULL,0,Transient,99.0,0,0,Check-Out,2017-05-20
82075,0,9,2017,May,20,19,0,1,2,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,160.0,0,2,Check-Out,2017-05-20
82076,0,12,2017,May,20,16,0,4,2,0.0,0,BB       ,BRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,180.0,0,2,Check-Out,2017-05-20
82077,0,175,2017,May,20,17,0,3,3,0.0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,          7,       NULL,0,Transient,168.89,0,0,Check-Out,2017-05-20
82078,0,20,2017,May,20,20,2,1,2,0.0,0,SC       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          8,       NULL,0,Transient,0.0,0,1,Check-Out,2017-05-23
82079,0,7,2017,May,20,18,0,3,2,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,160.0,0,1,Check-Out,2017-05-21
82080,0,90,2017,May,20,18,0,3,2,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,135.0,0,2,Check-Out,2017-05-21
82081,0,56,2017,May,20,17,0,4,2,0.0,0,BB       ,SWE,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,162.0,0,1,Check-Out,2017-05-21
82082,0,90,2017,May,20,18,0,3,2,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,135.0,0,2,Check-Out,2017-05-21
82083,0,90,2017,May,20,18,0,3,2,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,135.0,0,3,Check-Out,2017-05-21
82084,0,12,2017,May,20,20,0,1,2,0.0,0,SC       ,USA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,112.0,0,1,Check-Out,2017-05-21
